,changeeconomy,econpersonalretro,changeimmig,controlimmig,effectseunhs,effectseuunemployment,effectseuimmigration,effectseuecon,happyeuleave
19108,1.0,-2.0,0.5,1.0,1,1,-1,1,1
19109,-0.5,1.0,0.5,1.0,1,1,-1,1,1
19110,-2.0,1.0,0.5,1.0,1,-1,-1,1,1
19111,-2.0,1.0,-0.5,0.5,-2,2,-1,-2,2
19112,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,1
19113,-2.0,1.0,2.0,1.0,1,1,1,1,1
19114,1.0,1.0,2.0,1.0,1,1,-1,1,2
19115,1.0,1.5,0.5,2.0,1,1,-1,1,1
19116,-0.5,-0.5,-0.5,0.5,-1,1,1,-1,1
19117,-2.0,-2.0,1.0,0.5,-2,2,1,-1,2
19118,1.0,1.0,2.0,2.0,1,1,1,1,1
19119,1.0,1.5,1.0,0.5,-2,1,1,-1,2
19120,-0.5,1.0,1.0,0.5,-1,1,-1,1,1
19121,-0.5,-0.5,1.0,0.5,-1,1,1,-1,2
19122,1.5,1.0,0.5,2.0,3,1,-1,3,2
19123,1.0,-0.5,2.0,1.0,6,1,-2,3,2
19124,-0.5,1.0,-0.5,2.0,-1,1,-1,-1,1
19125,-2.0,-0.5,2.0,1.0,-2,2,1,-1,1
19126,-0.5,1.0,1.0,1.0,1,1,1,-1,1
19127,1.0,1.0,1.0,1.0,1,1,1,1,1
19128,-2.0,-0.5,1.0,1.0,-2,2,2,-2,2
19129,-0.5,1.5,1.0,1.0,1,1,1,1,1
19130,-0.5,-0.5,1.0,1.0,-1,1,1,-1,2
19131,1.0,-0.5,1.0,1.0,1,1,1,1,1
19132,1.5,1.0,2.0,2.0,1,1,-1,3,2
19133,-0.5,1.0,0.5,1.0,1,1,1,-1,1
19134,-0.5,1.0,1.0,0.5,1,1,1,-1,1
19135,-0.5,-0.5,-0.5,2.0,-2,2,-2,-2,1
19136,-2.0,-0.5,0.5,1.0,-2,2,1,-2,2
19137,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
19138,-2.0,1.0,1.0,1.0,-2,1,-1,-1,2
19139,1.0,-0.5,0.5,2.0,1,1,1,1,1
19140,1.0,6.0,1.0,1.0,1,-1,1,1,1
19141,1.0,1.0,1.0,1.0,1,1,2,1,1
19142,-0.5,1.0,1.0,1.0,-1,1,1,-2,2
19143,1.0,1.0,-0.5,2.0,1,1,1,3,1
19144,6.0,1.0,-2.0,1.0,1,1,1,1,1
19145,1.0,1.0,1.0,2.0,1,1,1,1,2
19146,1.0,1.0,0.5,1.0,3,1,-2,1,2
19147,-0.5,1.5,1.0,0.5,-2,2,1,-2,2
19148,1.0,1.5,1.0,1.0,1,1,1,1,1
19149,-2.0,-2.0,1.0,0.5,-2,2,2,-2,2
19150,-2.0,1.0,2.0,1.0,1,1,1,1,1
19151,-0.5,1.0,2.0,0.5,1,1,1,1,1
19152,-2.0,-0.5,1.0,0.5,-2,2,-2,-2,2
19153,-0.5,-0.5,1.0,2.0,-1,1,1,-1,1
19154,-0.5,1.5,1.0,1.0,-1,-1,1,-1,2
19155,-0.5,1.0,1.0,2.0,-1,1,-1,-2,2
19156,-0.5,-2.0,-2.0,1.0,1,1,1,-1,2
19157,1.5,1.0,1.0,1.0,1,1,1,1,2
19158,1.0,-0.5,2.0,1.0,1,1,1,1,1
19159,-0.5,-0.5,0.5,1.0,6,1,-2,-1,2
19160,1.5,1.0,-0.5,1.0,1,-1,-1,3,1
19161,1.5,-0.5,0.5,2.0,1,1,-1,-1,1
19162,1.0,1.0,1.0,1.0,1,1,1,-1,1
19163,1.0,-0.5,0.5,2.0,3,1,-1,1,2
19164,-0.5,-0.5,0.5,0.5,-2,1,1,-2,2
19165,-0.5,1.5,-0.5,0.5,-2,1,-1,-2,1
19166,-0.5,1.0,-0.5,1.0,1,1,-1,1,1
19167,1.0,-0.5,1.0,1.0,1,-1,1,1,2
19168,-0.5,-0.5,0.5,1.0,-2,2,1,-2,1
19169,-0.5,1.0,-0.5,1.0,1,-1,1,-1,1
19170,-0.5,1.0,1.0,1.0,-1,1,-1,-1,2
19171,-0.5,1.0,1.0,1.0,1,2,1,-1,2
19172,-2.0,1.0,2.0,2.0,6,1,-2,1,2
19173,1.0,1.0,0.5,2.0,1,1,1,3,1
19174,-0.5,1.0,0.5,2.0,-1,1,-1,-1,1
19175,6.0,1.5,0.5,2.0,3,-1,-1,6,1
19176,1.0,-0.5,2.0,2.0,3,1,-1,1,1
19177,-2.0,1.0,1.0,0.5,-1,1,-1,-1,1
19178,1.0,-0.5,-0.5,1.0,1,-1,-2,1,2
19179,-0.5,1.0,2.0,1.0,6,-1,-2,3,2
19180,1.0,1.0,1.0,1.0,1,1,1,1,1
19181,1.0,1.0,2.0,2.0,1,-1,-1,3,2
19182,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,1
19183,1.0,1.0,1.0,2.0,3,1,-1,1,1
19184,1.5,1.0,2.0,1.0,3,-1,-1,3,2
19185,1.0,1.0,2.0,1.0,1,1,-1,1,2
19186,-2.0,-0.5,2.0,1.0,1,1,1,-1,1
19187,-0.5,-0.5,1.0,0.5,-2,1,1,-1,2
19188,-2.0,-2.0,2.0,1.0,1,1,-2,1,2
19189,-0.5,1.0,0.5,2.0,-1,1,1,1,2
19190,1.5,1.5,2.0,2.0,3,-1,-1,3,2
19191,1.0,1.5,1.0,2.0,3,-1,1,3,1
19192,-0.5,1.0,-0.5,1.0,1,1,1,1,1
19193,-0.5,1.5,0.5,1.0,-2,2,1,-2,2
19194,-0.5,-0.5,2.0,1.0,1,-1,1,-1,1
19195,-0.5,-0.5,-2.0,1.0,-2,1,-2,-1,2
19196,1.5,1.0,0.5,0.5,3,1,1,3,1
19197,1.0,-0.5,2.0,1.0,1,1,1,1,1
19198,-0.5,-0.5,1.0,2.0,-1,1,-1,-1,1
19199,-0.5,-0.5,2.0,2.0,3,-1,-1,1,1
19200,1.0,1.0,1.0,1.0,1,1,1,3,2
19201,1.0,1.0,1.0,2.0,3,1,-1,1,1
19202,1.5,1.0,1.0,1.0,3,-1,1,3,2
19203,1.0,1.0,2.0,2.0,1,1,-1,1,2
19204,-0.5,-0.5,2.0,2.0,1,-1,-1,1,1
19205,-0.5,1.0,0.5,2.0,1,1,1,3,1
19206,-0.5,1.0,1.0,0.5,-1,1,1,-2,1
19207,1.0,-0.5,1.0,2.0,3,1,-1,1,1
19208,-2.0,1.0,2.0,1.0,1,1,1,1,2
19209,-0.5,-0.5,2.0,1.0,3,-1,-1,1,2
19210,1.0,1.5,1.0,0.5,-1,1,1,1,1
19211,1.0,1.0,1.0,1.0,1,1,1,1,1
19212,-0.5,1.0,1.0,1.0,-2,1,1,-2,2
19213,1.0,1.0,0.5,2.0,3,1,-1,3,2
19214,-0.5,1.0,0.5,2.0,-1,1,1,-1,2
19215,-2.0,-0.5,2.0,1.0,-1,1,1,-2,1
19216,-0.5,1.0,-0.5,1.0,3,1,-1,3,2
19217,1.0,1.5,-2.0,2.0,3,1,-1,1,1
19218,1.5,-0.5,0.5,2.0,3,1,2,3,2
19219,1.5,-0.5,0.5,1.0,3,1,1,3,2
19220,1.0,1.0,1.0,1.0,1,1,1,1,1
19221,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
19222,-2.0,1.0,2.0,1.0,1,1,-1,-1,2
19223,1.0,-0.5,1.0,1.0,3,1,1,-1,2
19224,1.0,1.0,1.0,2.0,1,1,-1,1,1
19225,-0.5,-0.5,0.5,1.0,1,1,1,-1,1
19226,-2.0,-2.0,1.0,2.0,-1,1,-1,-2,1
19227,1.0,1.0,1.0,1.0,-1,2,-1,-2,2
19228,-0.5,-2.0,1.0,0.5,-1,1,1,-1,1
19229,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
19230,1.0,1.0,0.5,1.0,1,1,1,1,1
19231,-0.5,1.0,1.0,0.5,-2,1,1,-1,2
19232,-2.0,-0.5,2.0,1.0,-1,2,2,-2,1
19233,-0.5,1.0,1.0,1.0,-2,1,1,-1,1
19234,1.5,1.5,0.5,1.0,1,1,-1,1,1
19235,1.5,1.0,2.0,1.0,1,1,1,1,2
19236,1.0,1.0,1.0,2.0,3,-1,1,3,2
19237,1.5,1.0,2.0,1.0,3,1,1,3,2
19238,1.5,6.0,0.5,1.0,1,1,1,3,2
19239,1.0,-0.5,2.0,2.0,1,1,-1,3,2
19240,-0.5,1.0,1.0,0.5,-2,2,2,-1,2
19241,-0.5,1.5,1.0,1.0,1,1,1,-1,2
19242,-2.0,-0.5,0.5,2.0,1,-1,-1,1,1
19243,1.0,1.0,0.5,1.0,1,1,-1,3,1
19244,-2.0,-0.5,1.0,1.0,-2,-2,1,-2,2
19245,-0.5,1.5,0.5,2.0,1,1,-1,-1,1
19246,-2.0,1.5,0.5,1.0,-2,1,1,-2,1
19247,1.0,1.0,1.0,1.0,1,1,1,1,1
19248,-2.0,-0.5,-0.5,1.0,-2,1,1,-2,2
19249,-0.5,-0.5,1.0,1.0,-2,1,1,-2,2
19250,-2.0,1.0,1.0,0.5,-2,2,1,-2,2
19251,1.0,1.0,1.0,1.0,1,1,1,-1,1
19252,1.0,1.0,1.0,2.0,1,1,1,3,1
19253,-0.5,1.0,1.0,0.5,-2,2,-1,-1,2
19254,-2.0,1.5,-2.0,2.0,-2,2,-2,-2,2
19255,1.0,1.0,-0.5,2.0,3,1,-1,1,1
19256,1.0,1.0,-0.5,2.0,1,1,-1,3,1
19257,1.0,1.0,1.0,2.0,1,1,1,1,1
19258,-0.5,1.0,1.0,1.0,1,1,1,-1,1
19259,1.0,1.0,0.5,1.0,3,-1,-1,1,1
19260,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
19261,-2.0,-0.5,0.5,2.0,6,1,-2,3,2
19262,-0.5,-0.5,1.0,1.0,-2,2,1,-2,1
19263,1.0,1.0,1.0,1.0,1,1,1,1,1
19264,1.5,1.0,1.0,1.0,-1,1,1,-1,1
19265,1.5,1.5,0.5,0.5,-1,-1,1,6,1
19266,1.0,1.0,1.0,1.0,1,1,-1,1,2
19267,-0.5,1.0,0.5,1.0,-1,1,-1,1,1
19268,1.0,-0.5,2.0,1.0,1,1,1,1,1
19269,-0.5,1.5,1.0,1.0,1,1,1,1,1
19270,-0.5,-0.5,2.0,2.0,-1,1,1,-1,1
19271,-0.5,-0.5,-0.5,1.0,-1,2,1,-2,1
19272,1.0,1.5,1.0,2.0,1,1,1,-1,1
19273,-0.5,1.0,-0.5,0.5,3,1,-1,1,1
19274,-0.5,1.0,-0.5,1.0,1,-1,1,1,1
19275,1.0,1.0,1.0,1.0,1,1,1,1,1
19276,1.5,1.0,-0.5,2.0,3,1,1,1,2
19277,-0.5,-0.5,2.0,1.0,3,1,-1,3,2
19278,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
19279,-0.5,1.0,1.0,0.5,1,1,1,-1,1
19280,1.0,1.0,0.5,0.5,1,1,1,1,1
19281,1.5,1.0,2.0,2.0,6,-2,-2,3,1
19282,1.0,1.0,0.5,2.0,1,1,1,1,1
19283,1.0,1.0,1.0,2.0,3,1,-1,1,2
19284,-0.5,1.0,-0.5,1.0,3,1,1,-1,1
19285,1.0,6.0,1.0,1.0,-2,2,-1,-2,2
19286,-2.0,-2.0,1.0,0.5,-2,2,1,-2,2
19287,-2.0,1.0,1.0,0.5,-2,2,-1,-2,2
19288,-0.5,1.0,1.0,1.0,1,1,-1,3,2
19289,1.0,-0.5,1.0,1.0,1,1,-1,-1,1
19290,1.0,-0.5,1.0,0.5,1,1,1,1,2
19291,-0.5,1.0,1.0,2.0,-2,1,1,1,1
19292,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
19293,-2.0,1.0,0.5,1.0,-1,1,1,-1,2
19294,-0.5,1.0,2.0,2.0,6,1,-1,3,2
19295,1.0,-2.0,1.0,1.0,-1,1,-1,-1,1
19296,1.5,-0.5,1.0,1.0,1,1,1,-1,2
19297,-0.5,1.0,1.0,1.0,-2,2,1,-1,1
19298,1.5,1.0,2.0,2.0,3,1,-1,6,2
19299,-0.5,1.0,1.0,1.0,-1,2,1,-1,2
19300,1.5,-0.5,0.5,1.0,1,1,1,1,1
19301,-0.5,1.5,1.0,1.0,-1,1,1,-2,2
19302,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
19303,1.0,1.0,1.0,1.0,1,1,-1,1,2
19304,-2.0,1.0,1.0,1.0,-2,2,1,-2,2
19305,1.0,-2.0,2.0,1.0,3,1,1,3,2
19306,-2.0,1.5,1.0,1.0,-1,1,1,-1,1
19307,1.0,1.0,1.0,1.0,1,1,1,1,1
19308,1.0,1.0,1.0,2.0,3,1,1,3,2
19309,1.0,1.0,1.0,2.0,3,-1,-1,3,1
19310,1.0,-0.5,1.0,1.0,-1,1,1,-1,1
19311,1.0,-2.0,1.0,1.0,1,1,1,1,2
19312,1.0,1.0,2.0,1.0,3,1,-1,3,2
19313,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
19314,1.5,1.0,0.5,1.0,1,-1,-1,1,2
19315,1.5,1.0,2.0,2.0,1,-1,-2,3,1
19316,-2.0,1.0,1.0,1.0,-1,1,1,-2,2
19317,-0.5,1.0,-0.5,1.0,3,1,-1,1,1
19318,-0.5,-0.5,1.0,1.0,-2,1,1,-1,1
19319,1.5,1.0,1.0,0.5,1,1,1,3,2
19320,1.0,1.0,2.0,2.0,1,1,-1,1,1
19321,1.0,1.0,1.0,1.0,1,1,-1,1,1
19322,1.5,1.5,1.0,2.0,3,1,-1,1,1
19323,6.0,1.0,0.5,1.0,6,-2,-1,6,2
19324,-2.0,-2.0,2.0,1.0,1,1,2,-2,1
19325,1.0,-0.5,2.0,1.0,3,-1,-1,3,2
19326,1.5,1.0,0.5,2.0,1,-1,-1,1,1
19327,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
19328,-2.0,1.5,2.0,1.0,1,2,1,-1,2
19329,-0.5,1.0,1.0,1.0,1,1,-1,1,1
19330,1.0,1.0,0.5,2.0,1,1,1,1,2
19331,-0.5,1.0,-0.5,2.0,-1,1,-1,-1,2
19332,1.0,1.0,1.0,1.0,3,1,1,3,2
19333,-2.0,-2.0,1.0,1.0,-1,1,1,1,1
19334,1.0,1.0,-0.5,1.0,1,-1,-1,1,1
19335,-0.5,1.0,1.0,0.5,-1,1,1,-1,2
19336,-0.5,1.0,-0.5,2.0,3,-1,1,3,2
19337,1.0,1.0,-0.5,2.0,1,1,1,-1,1
19338,-2.0,1.0,-0.5,1.0,-2,2,-1,-2,2
19339,-0.5,1.0,1.0,2.0,-1,1,-1,-1,2
19340,-2.0,1.0,-0.5,1.0,1,-2,-2,-1,2
19341,1.0,1.0,-0.5,2.0,1,-1,-1,1,1
19342,-0.5,1.0,0.5,1.0,1,1,1,1,1
19343,1.5,1.0,1.0,2.0,1,1,1,1,1
19344,-0.5,-0.5,1.0,1.0,-2,1,1,-1,2
19345,1.0,-2.0,0.5,2.0,1,1,-1,1,2
19346,-2.0,-0.5,1.0,2.0,-1,2,1,-2,2
19347,1.0,1.0,0.5,1.0,1,1,-2,1,1
19348,-0.5,-0.5,0.5,0.5,-2,2,1,-2,1
19349,-0.5,1.0,1.0,1.0,1,1,1,1,1
19350,1.0,-0.5,1.0,2.0,-2,1,1,-1,2
19351,1.0,1.0,0.5,1.0,3,-1,-2,1,2
19352,-0.5,-2.0,1.0,2.0,-1,1,1,1,2
19353,1.0,-0.5,2.0,1.0,1,1,-1,1,2
19354,1.0,1.0,0.5,2.0,1,1,1,1,2
19355,1.0,-2.0,0.5,2.0,1,-1,-1,1,2
19356,-2.0,1.0,1.0,1.0,-1,1,1,-1,2
19357,-2.0,-2.0,2.0,1.0,-1,1,1,-1,1
19358,-2.0,-0.5,1.0,1.0,-2,2,1,-2,1
19359,1.5,1.0,0.5,2.0,1,1,1,1,2
19360,1.0,1.0,1.0,1.0,1,1,1,1,1
19361,1.0,1.0,-0.5,1.0,-1,1,1,-1,1
19362,6.0,1.0,0.5,1.0,1,-1,1,3,2
19363,1.0,1.0,0.5,1.0,3,1,-2,3,1
19364,-0.5,1.0,1.0,0.5,-1,2,1,-2,2
19365,1.0,1.5,1.0,2.0,1,1,1,1,1
19366,1.0,1.0,1.0,2.0,3,-1,-2,3,1
19367,-0.5,1.5,1.0,1.0,-2,2,1,-1,2
19368,-0.5,-0.5,1.0,1.0,-2,1,1,-1,2
19369,1.0,1.0,1.0,1.0,1,1,1,1,1
19370,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
19371,-0.5,1.5,-0.5,1.0,1,1,1,-1,1
19372,1.0,1.5,2.0,2.0,1,1,-1,1,1
19373,1.0,1.5,1.0,1.0,1,1,-1,1,1
19374,1.5,1.5,1.0,1.0,1,-1,-1,3,2
19375,-0.5,1.5,2.0,1.0,3,1,1,-1,2
19376,1.0,-0.5,1.0,1.0,-1,-1,-1,1,2
19377,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
19378,-2.0,1.0,-0.5,1.0,-2,2,-2,-2,2
19379,1.0,-0.5,1.0,2.0,1,1,-1,1,1
19380,6.0,1.0,1.0,1.0,3,1,1,3,2
19381,-0.5,1.0,2.0,1.0,1,2,2,1,2
19382,1.0,1.0,0.5,1.0,1,1,1,3,2
19383,1.0,6.0,2.0,1.0,1,1,1,1,2
19384,-0.5,1.0,0.5,1.0,-1,1,1,-1,1
19385,-0.5,-0.5,1.0,1.0,-1,1,1,-1,2
19386,1.5,1.0,1.0,1.0,1,-1,-1,3,2
19387,1.0,1.0,1.0,0.5,1,1,1,1,1
19388,1.5,-0.5,0.5,2.0,3,-1,-1,3,2
19389,1.5,1.0,1.0,2.0,1,1,-1,1,1
19390,1.0,1.5,1.0,1.0,1,1,1,1,1
19391,1.0,6.0,1.0,2.0,1,1,1,1,1
19392,1.0,1.0,1.0,1.0,1,1,1,1,1
19393,1.0,-0.5,0.5,1.0,1,1,1,1,2
19394,-0.5,-2.0,-0.5,1.0,-1,1,2,1,1
19395,-0.5,1.5,2.0,1.0,3,1,-2,3,2
19396,1.0,1.0,1.0,1.0,1,1,1,1,1
19397,-0.5,-0.5,-0.5,1.0,1,1,-1,1,2
19398,-0.5,1.5,1.0,1.0,1,1,1,-1,1
19399,-2.0,-2.0,2.0,2.0,-1,2,-2,-2,1
19400,-0.5,1.0,-0.5,1.0,1,1,1,1,1
19401,1.5,6.0,1.0,2.0,1,1,-1,1,2
19402,1.0,1.0,1.0,1.0,1,1,-1,1,2
19403,-0.5,-0.5,1.0,1.0,1,1,1,-1,1
19404,-0.5,1.0,1.0,2.0,1,1,-2,1,2
19405,1.0,1.0,0.5,1.0,3,1,-1,3,2
19406,1.0,1.0,1.0,1.0,1,1,1,1,1
19407,1.0,1.5,1.0,1.0,1,1,1,1,1
19408,1.5,1.0,0.5,1.0,3,1,-2,6,2
19409,1.5,1.0,2.0,1.0,1,1,-1,3,2
19410,1.5,1.5,1.0,1.0,1,1,-1,1,1
19411,1.0,1.0,1.0,1.0,1,1,1,1,1
19412,1.5,1.0,1.0,1.0,3,-1,-2,1,1
19413,-0.5,1.0,1.0,2.0,1,1,-1,3,1
19414,1.0,1.5,1.0,0.5,-1,1,1,-1,2
19415,1.5,1.0,1.0,2.0,1,1,-1,1,1
19416,1.5,1.0,2.0,1.0,1,-1,-1,1,2
19417,1.0,1.0,0.5,2.0,1,-1,-1,1,2
19418,1.5,1.0,1.0,0.5,1,1,1,1,2
19419,-2.0,-0.5,1.0,1.0,-2,2,1,-1,2
19420,-0.5,1.0,1.0,0.5,1,1,1,-1,1
19421,-2.0,1.0,1.0,1.0,-2,1,1,-1,2
19422,-0.5,1.0,1.0,1.0,-2,2,1,-2,2
19423,-0.5,-0.5,0.5,1.0,3,1,-2,3,1
19424,1.5,-2.0,-0.5,2.0,-2,1,1,-1,2
19425,-2.0,-2.0,2.0,1.0,1,-1,-2,1,2
19426,1.5,1.0,2.0,1.0,3,-2,-2,3,2
19427,1.5,1.0,0.5,1.0,6,1,-1,3,1
19428,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
19429,1.0,-0.5,0.5,1.0,3,-1,-1,3,1
19430,1.0,-2.0,0.5,2.0,3,-1,-1,3,1
19431,1.0,1.0,1.0,1.0,1,1,-1,3,1
19432,1.5,1.0,-0.5,1.0,1,1,1,3,2
19433,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
19434,1.0,-0.5,1.0,2.0,1,-1,1,-1,1
19435,1.0,1.0,1.0,1.0,1,1,1,1,2
19436,1.0,1.0,1.0,2.0,1,1,-1,1,1
19437,1.0,1.5,1.0,1.0,3,-1,-1,3,2
19438,-0.5,-0.5,-0.5,2.0,3,1,-1,3,2
19439,1.0,1.0,1.0,1.0,1,-1,1,1,1
19440,-0.5,6.0,0.5,1.0,-1,1,1,-1,1
19441,1.0,1.0,1.0,0.5,1,1,1,1,1
19442,1.0,-0.5,1.0,1.0,1,1,1,3,1
19443,-2.0,1.5,1.0,1.0,-2,1,1,-2,1
19444,1.0,1.0,2.0,2.0,1,1,-1,1,1
19445,-0.5,-0.5,2.0,1.0,3,-1,-1,6,2
19446,1.0,-0.5,-0.5,1.0,1,1,-2,1,1
19447,-2.0,-0.5,1.0,0.5,-2,2,1,-1,2
19448,1.0,-0.5,2.0,1.0,-1,2,2,-1,2
19449,1.0,1.0,-0.5,1.0,-1,1,-1,-1,2
19450,-2.0,1.0,-2.0,1.0,-1,1,1,-1,2
19451,-2.0,6.0,-0.5,1.0,-2,1,1,-1,2
19452,-0.5,1.0,0.5,0.5,1,1,1,3,1
19453,6.0,1.5,-0.5,2.0,1,-1,1,1,2
19454,1.0,1.0,1.0,1.0,1,1,1,1,1
19455,-0.5,-0.5,-0.5,0.5,-1,2,-1,-1,1
19456,1.0,-0.5,0.5,2.0,3,1,-2,3,1
19457,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
19458,1.0,1.0,2.0,0.5,1,1,-1,-1,1
19459,-2.0,-2.0,2.0,1.0,3,1,-2,6,2
19460,1.0,1.0,1.0,1.0,1,2,2,1,1
19461,1.0,1.0,1.0,2.0,1,1,1,-1,1
19462,1.0,1.0,2.0,1.0,1,1,1,-1,1
19463,1.5,1.0,0.5,1.0,3,-1,-2,3,2
19464,1.0,1.0,-0.5,1.0,1,1,-1,3,2
19465,-0.5,-0.5,2.0,1.0,1,1,1,1,2
19466,1.0,1.0,1.0,1.0,1,1,1,1,1
19467,-0.5,1.5,0.5,1.0,-2,2,1,-1,1
19468,-0.5,1.0,1.0,1.0,-2,2,-2,-2,2
19469,-2.0,1.5,2.0,1.0,-2,2,2,-2,2
19470,1.0,-0.5,2.0,1.0,1,1,1,-1,1
19471,1.0,1.0,1.0,0.5,1,1,-1,3,1
19472,1.0,1.0,1.0,1.0,1,1,1,1,1
19473,-0.5,-0.5,1.0,1.0,1,1,1,-1,1
19474,1.0,1.0,1.0,1.0,1,1,1,1,2
19475,1.5,1.5,-0.5,1.0,3,-1,-1,3,2
19476,1.5,1.0,2.0,1.0,3,1,-1,3,2
19477,1.0,1.0,0.5,0.5,1,-1,-2,3,2
19478,-0.5,1.0,1.0,1.0,1,1,1,1,1
19479,-0.5,-0.5,0.5,1.0,-2,2,1,-1,2
19480,-0.5,-0.5,0.5,2.0,6,1,-1,6,1
19481,-0.5,-2.0,-0.5,1.0,-1,2,1,-1,2
19482,1.0,-0.5,2.0,2.0,1,1,-1,-1,2
19483,1.0,1.5,2.0,2.0,3,1,1,1,2
19484,1.0,1.0,1.0,1.0,1,1,1,3,1
19485,-2.0,1.0,1.0,1.0,-2,2,1,-2,2
19486,1.5,6.0,0.5,2.0,3,1,-1,3,1
19487,1.5,-0.5,0.5,1.0,3,1,-1,3,1
19488,-0.5,6.0,1.0,1.0,-2,2,-1,-2,1
19489,-0.5,1.0,1.0,1.0,1,1,1,-1,2
19490,1.0,1.0,1.0,1.0,1,1,1,1,1
19491,-0.5,1.0,0.5,2.0,3,1,-1,3,2
19492,-0.5,-2.0,-0.5,0.5,-2,2,1,-2,2
19493,-0.5,1.0,0.5,2.0,1,-1,-1,3,1
19494,1.0,1.0,1.0,1.0,-1,1,1,-1,2
19495,1.5,1.0,0.5,2.0,3,-1,-1,1,2
19496,-0.5,1.0,1.0,1.0,-2,1,1,-2,2
19497,-0.5,6.0,1.0,1.0,-2,1,-1,-1,1
19498,1.0,1.5,1.0,1.0,1,1,-1,1,1
19499,-0.5,-0.5,1.0,0.5,-1,1,1,1,1
19500,-0.5,-0.5,-0.5,1.0,-2,-1,-1,-2,2
19501,-0.5,1.0,1.0,1.0,1,1,1,-1,1
19502,-0.5,1.5,1.0,1.0,-1,1,1,-2,1
19503,-2.0,-0.5,1.0,0.5,-1,2,1,-2,2
19504,-0.5,1.0,0.5,1.0,-1,1,1,-1,2
19505,-2.0,-0.5,1.0,0.5,-2,1,1,-2,1
19506,1.0,1.0,2.0,2.0,1,-1,-1,1,2
19507,1.0,1.0,-0.5,2.0,1,1,1,1,1
19508,-2.0,1.0,1.0,1.0,1,1,1,1,1
19509,1.0,1.0,1.0,1.0,1,1,-1,1,1
19510,1.5,1.0,0.5,2.0,3,1,1,3,2
19511,-2.0,1.0,1.0,1.0,-1,1,-2,-2,2
19512,-2.0,-2.0,1.0,2.0,-2,1,1,-1,2
19513,-0.5,-2.0,2.0,0.5,-2,1,1,-1,1
19514,1.0,1.0,1.0,2.0,1,1,1,3,2
19515,1.0,1.0,1.0,1.0,1,1,1,1,1
19516,1.0,1.0,1.0,1.0,1,1,-1,1,1
19517,-2.0,-0.5,1.0,1.0,1,1,1,-1,2
19518,-0.5,1.5,-0.5,1.0,-2,1,-1,-1,2
19519,-2.0,1.0,1.0,1.0,-2,1,1,-2,2
19520,1.0,1.0,1.0,1.0,-1,1,1,-2,1
19521,-0.5,-0.5,1.0,0.5,-1,2,1,-1,2
19522,1.0,-2.0,0.5,1.0,3,1,-1,3,1
19523,-0.5,1.5,1.0,1.0,1,1,1,1,1
19524,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
19525,-2.0,1.0,0.5,1.0,-2,1,1,-1,1
19526,-2.0,-0.5,1.0,0.5,-2,2,1,-2,2
19527,1.0,1.0,1.0,2.0,1,1,1,1,1
19528,-2.0,-2.0,1.0,1.0,-1,1,1,-1,1
19529,-0.5,-0.5,2.0,1.0,1,1,-1,1,1
19530,1.0,1.0,1.0,1.0,1,1,1,1,1
19531,1.0,1.0,1.0,2.0,3,1,1,1,2
19532,-0.5,1.0,1.0,1.0,-2,2,1,-2,1
19533,-0.5,1.0,-0.5,1.0,1,1,-2,1,2
19534,1.0,1.0,-0.5,1.0,-1,1,1,-1,1
19535,1.0,1.0,1.0,2.0,1,1,1,1,2
19536,1.0,1.0,1.0,1.0,1,1,1,3,2
19537,-0.5,1.0,2.0,1.0,1,1,-1,1,1
19538,1.5,1.5,-0.5,1.0,3,1,-1,1,1
19539,1.0,1.0,2.0,1.0,3,1,-1,3,1
19540,1.5,1.0,1.0,1.0,-2,-1,-1,1,2
19541,1.0,1.5,1.0,1.0,1,1,1,1,1
19542,1.0,1.0,1.0,1.0,1,1,-1,3,2
19543,-2.0,-0.5,-0.5,1.0,-2,2,-1,-2,2
19544,-0.5,-0.5,-0.5,0.5,-2,1,1,-2,2
19545,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
19546,1.0,1.5,2.0,1.0,1,1,-1,1,2
19547,-0.5,1.5,1.0,1.0,1,1,1,1,1
19548,1.0,1.0,1.0,1.0,1,1,1,1,1
19549,-2.0,1.5,2.0,2.0,1,1,-1,1,2
19550,-0.5,-0.5,1.0,0.5,-2,1,1,-2,2
19551,-2.0,-0.5,2.0,1.0,1,2,-1,6,1
19552,-0.5,1.0,2.0,1.0,1,1,1,1,1
